Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
2017,285,6,4,24,18,1385,38980
2017,285,6,4,24,18,1385,36515
2017,355,8,4,22,16,1385,43950
2017,285,6,2,22,17,1385,31525
2017,285,6,2,22,17,1385,33850
2017,355,8,4,22,16,1385,44350
2017,355,8,4,20,15,1385,47175
2017,285,6,4,22,17,1385,44465
2017,285,6,4,22,17,1385,42075
2017,355,8,4,20,15,1385,47475
2017,355,8,4,20,15,1385,46180
2017,285,6,2,22,17,1385,33550
2017,285,6,4,22,17,1385,39965
2017,285,6,4,22,17,1385,35590
2017,285,6,2,24,18,1385,27975
2017,355,8,4,22,16,1385,41590
2017,355,8,4,22,16,1385,44050
2017,285,6,2,22,17,1385,37370
2017,355,8,4,22,15,1385,54925
2017,285,6,2,24,18,1385,27585
2017,285,6,2,24,18,1385,33860
2017,285,6,4,24,18,1385,33445
2017,355,8,4,20,15,1385,48740
2017,355,8,4,22,16,1385,45860
2017,355,8,4,23,16,1385,40375
2017,355,8,4,22,15,1385,54625
2017,355,8,4,22,16,1385,42380
2017,285,6,2,24,18,1385,29610
2017,355,8,4,22,16,1385,51350
2017,285,6,2,24,18,1385,30000
2017,355,8,4,23,16,1385,37430
2017,285,6,4,22,17,1385,40985
2017,285,6,4,22,17,1385,39185
2017,285,6,2,22,17,1385,37670
2017,355,8,4,20,15,1385,44815
2017,285,6,2,22,17,1385,31825
2017,285,6,4,22,17,1385,37425
2017,355,8,4,22,16,1385,51650
2017,355,8,4,20,15,1385,49040
2017,285,6,4,22,17,1385,37340
2017,285,6,2,22,17,1385,39280
2017,285,6,2,24,18,1385,33985
2017,355,8,4,22,16,1385,40580
2017,285,6,4,24,18,1385,31610
2017,285,6,2,22,17,1385,39580
2017,285,6,4,22,17,1385,42555
2017,285,6,4,24,18,1385,33360
1993,200,8,4,23,15,1624,2000
1996,150,4,2,29,19,155,2000
1996,155,4,4,29,19,155,2000
1996,155,4,4,29,19,155,2000
1997,155,6,4,26,18,155,2000
1997,155,6,2,26,18,155,2000
1997,150,4,2,29,19,155,2000
1997,150,4,4,29,19,155,2000
1998,150,4,4,30,19,155,2000
2015,329,6,2,27,20,617,84000
2015,429,8,2,24,17,617,106700
2015,621,12,2,21,14,617,214500
2015,557,8,2,25,16,617,147300
2016,449,8,2,24,17,617,108050
2016,329,6,2,27,20,617,85050
2016,621,12,2,21,14,617,217550
2016,577,8,2,25,16,617,149700
2017,449,8,2,25,17,617,110800
2017,577,8,2,25,16,617,151350
2017,621,12,2,21,14,617,219850
2017,362,6,2,28,20,617,86950
2017,362,6,2,29,20,617,60300
2017,241,4,2,32,25,617,47950
2014,302,6,2,29,21,617,56225
2014,415,8,2,28,19,617,68925
2014,201,4,2,32,22,617,43525
2015,201,4,2,32,22,617,43950
2015,302,6,2,29,21,617,57650
2015,415,8,2,28,19,617,70850
2016,302,6,2,29,21,617,59200
2016,241,4,2,32,25,617,47000
2016,416,8,2,28,19,617,72600
2007,641,8,2,16,11,617,480000
2008,617,8,2,16,12,617,495000
2009,617,8,2,16,12,617,495000
2015,583,8,2,19,13,617,221580
2015,583,8,2,19,13,617,228080
2013,583,8,2,19,13,617,199500
2013,583,8,2,19,13,617,206000
2014,622,8,2,17,13,617,275000
2014,583,8,2,19,13,617,201500
2014,583,8,2,19,13,617,208000
2011,563,8,2,20,14,617,183000
2012,563,8,2,20,14,617,189600
2012,563,8,2,20,14,617,196100
1997,190,6,4,17,13,204,2397
1997,190,6,4,17,13,204,2488
1998,215,6,4,18,13,204,2816
1999,215,6,4,18,13,204,2934
2007,177,4,2,26,17,210,21515
2007,260,4,2,28,19,210,26515
2008,173,4,2,25,19,210,22455
2008,260,4,2,28,19,210,28135
2008,260,4,2,28,19,210,31750
2008,173,4,2,25,19,210,28400
2009,173,4,2,25,19,210,24275
2009,260,4,2,28,19,210,30375
2009,173,4,2,25,19,210,29410
2009,173,4,2,25,19,210,26225
2009,260,4,2,28,19,210,29485
2015,199,4,4,40,36,1439,26000
2015,199,4,4,40,36,1439,29500
2016,193,4,4,44,40,1439,26000
2016,193,4,4,43,39,1439,30100
2016,193,4,4,43,39,1439,30100
2017,193,4,4,45,39,1439,26000
2017,193,4,4,43,38,1439,30100
2017,193,4,4,43,38,1439,30100
2015,185,4,4,35,24,1439,23175
2015,185,4,4,35,24,1439,26525
2015,245,4,4,32,23,1439,28575
2015,185,4,4,35,24,1439,23175
2015,185,4,4,35,24,1439,26525
2015,185,4,4,35,24,1439,26525
2015,245,4,4,31,21,1439,33525
2015,185,4,4,37,25,1439,21150
2015,245,4,4,31,21,1439,33525
2015,245,4,4,32,23,1439,28575
2015,185,4,4,37,25,1439,21150
2015,185,4,4,35,24,1439,26525
2015,177,4,4,38,28,1439,23275
2016,245,4,4,32,23,1439,28925
2016,185,4,4,36,25,1439,27350
2016,185,4,4,36,25,1439,27350
2016,185,4,4,38,25,1439,21750
2016,185,4,4,36,25,1439,23400
2016,245,4,4,31,21,1439,34075
2016,245,4,4,32,23,1439,28925
2016,178,4,4,38,28,1439,23725
2016,185,4,4,36,25,1439,23400
2016,185,4,4,38,25,1439,21750
2016,178,4,4,38,28,1439,23725
2017,185,4,4,36,25,1439,21600
2017,185,4,4,36,25,1439,27150
2017,185,4,4,36,25,1439,23400
2017,245,4,4,31,22,1439,26600
2017,185,4,4,36,25,1439,23400
2017,178,4,4,36,28,1439,23125
2017,185,4,4,36,25,1439,21600
2017,185,4,4,36,25,1439,21950
2017,245,4,4,31,22,1439,34350
2017,245,4,4,31,22,1439,26600
2017,185,4,4,36,25,1439,21950
2017,185,4,4,36,25,1439,27150
2015,138,4,4,35,25,1385,15495
2015,138,4,4,33,25,1385,21945
2015,138,4,4,35,25,1385,16095
2015,138,4,4,40,29,1385,18835
2015,138,4,4,33,25,1385,21345
2015,138,4,4,35,26,1385,14845
2015,138,4,4,40,29,1385,18235
2015,138,4,4,35,25,1385,17845
2015,138,4,4,35,25,1385,17245
2015,138,4,4,37,27,1385,19680
2015,138,4,4,34,27,1385,20545
2015,138,4,4,35,26,1385,14245
2015,138,4,4,37,27,1385,20245
2015,138,4,4,34,27,1385,19945
2015,138,4,4,35,26,1385,16455
2015,138,4,4,35,26,1385,15855
2016,138,4,4,35,26,1385,16155
2016,138,4,4,34,27,1385,20095
2016,138,4,4,35,24,1385,18145
2016,138,4,4,35,24,1385,15595
2016,138,4,4,37,27,1385,20345
2016,138,4,4,35,26,1385,16755
2016,138,4,4,37,27,1385,19780
2016,138,4,4,34,27,1385,20095
2016,138,4,4,33,25,1385,21495
2016,138,4,4,35,26,1385,14345
2016,138,4,4,35,24,1385,17545
2016,138,4,4,35,26,1385,14945
2016,138,4,4,35,24,1385,16195
2016,138,4,4,33,25,1385,21495
2017,138,4,4,34,24,1385,18170
2017,138,4,4,36,27,1385,21215
2017,138,4,4,33,25,1385,17580
2017,138,4,4,34,24,1385,18970
2017,138,4,4,34,24,1385,16395
2017,138,4,4,36,27,1385,20415
2017,138,4,4,39,28,1385,19720
2017,138,4,4,39,28,1385,17530
2017,138,4,4,39,28,1385,19720
2017,138,4,4,33,25,1385,15145
2002,190,6,2,20,15,549,16538
2002,120,4,2,25,19,549,13975
2002,190,6,3,18,14,549,20793
2002,120,4,3,23,17,549,17093
2002,120,4,3,25,19,549,15957
2002,190,6,4,18,14,549,24492
2002,120,4,2,23,17,549,15093
2002,120,4,2,23,17,549,15420
2002,190,6,3,16,12,549,19675
2003,120,4,2,25,19,549,14770
2003,120,4,3,25,19,549,16570
2003,190,6,4,18,14,549,24670
2003,190,6,3,17,12,549,21970
2003,120,4,2,25,19,549,16270
2003,120,4,2,23,17,549,16220
2003,190,6,3,17,12,549,20320
2003,120,4,2,23,17,549,17670
2003,120,4,3,25,19,549,18270
2015,290,6,4,24,18,1720,38500
2015,191,4,4,27,20,1720,24300
2015,290,6,4,25,18,1720,26700
2015,290,6,4,25,18,1720,36700
2015,290,6,4,24,18,1720,41700
2015,290,6,4,25,18,1720,31700
2015,290,6,4,24,18,1720,33500
2015,191,4,4,25,19,1720,26100
2015,290,6,4,25,18,1720,39900
2015,290,6,4,24,18,1720,28500
2016,290,6,4,26,18,1720,38300
2016,185,4,4,26,21,1720,28200
2016,290,6,4,26,18,1720,33900
2016,290,6,4,26,18,1720,28700
2016,290,6,4,23,17,1720,40100
2016,240,4,4,25,19,1720,32900
2016,185,4,4,29,21,1720,25100
2016,290,6,4,23,17,1720,43300
2016,290,6,4,26,18,1720,32100
2016,185,4,4,29,21,1720,26400
2016,290,6,4,26,18,1720,41500
2016,240,4,4,27,20,1720,31100
2016,290,6,4,26,18,1720,30500
2016,240,4,4,27,20,1720,39900
2016,240,4,4,25,19,1720,41700
2017,185,4,4,25,21,1720,28500
2017,290,6,4,25,18,1720,28990
2017,290,6,4,25,18,1720,33100
2017,290,6,4,23,17,1720,40400
2017,240,4,4,27,20,1720,31500
2017,290,6,4,25,18,1720,38600
2017,290,6,4,23,17,1720,45700
2017,290,6,4,25,18,1720,43900
2017,290,6,4,25,18,1720,30790
2017,185,4,4,28,21,1720,25400
2017,290,6,4,25,18,1720,34900
2017,185,4,4,28,21,1720,26700
2017,240,4,4,25,19,1720,33300
2014,130,4,4,30,24,1720,16900
2014,164,4,4,31,23,1720,20500
2014,164,4,4,31,23,1720,18400
2014,130,4,4,30,24,1720,14900
2015,130,4,4,30,24,1720,15190
2015,130,4,4,30,24,1720,17190
2015,164,4,4,31,23,1720,20790
2015,164,4,4,31,23,1720,18690
2016,130,4,4,30,24,1720,17400
2016,130,4,4,30,24,1720,15900
2016,164,4,4,31,24,1720,21300
2016,164,4,4,31,24,1720,19400
2014,140,0,4,109,128,1385,26685
2014,140,0,4,109,128,1385,27010
2015,140,0,4,109,128,1385,25170
2015,140,0,4,109,128,1385,25560
2016,140,0,4,109,128,1385,25510
2016,140,0,4,109,128,1385,25120
2015,84,4,4,39,31,1385,14040
2015,84,4,4,39,30,1385,15095
2015,84,4,4,39,31,1385,15440
2015,84,4,4,39,31,1385,12270
2015,84,4,4,39,30,1385,13580
2015,84,4,4,39,30,1385,16535
2016,98,4,4,41,30,1385,14685
2016,98,4,4,41,31,1385,17285
2016,98,4,4,41,31,1385,15785
2016,98,4,4,41,31,1385,13760
2016,98,4,4,41,30,1385,12660
2016,98,4,4,41,30,1385,16185
2017,98,4,4,38,29,1385,16325
2017,98,4,4,38,29,1385,13000
2017,98,4,4,38,30,1385,14100
2017,98,4,4,38,30,1385,15925
2017,98,4,4,38,29,1385,14825
2017,98,4,4,38,30,1385,17425
2007,138,4,4,30,23,1720,12895
2007,138,4,4,30,23,1720,15995
2007,138,4,4,32,23,1720,15895
2007,138,4,4,30,23,1720,15995
2007,138,4,4,30,23,1720,14895
2007,138,4,4,32,23,1720,16995
2007,138,4,4,32,23,1720,16995
2008,138,4,4,32,24,1720,15895
2008,138,4,4,32,24,1720,16995
2008,138,4,4,30,23,1720,15995
2008,138,4,4,30,23,1720,14895
2008,138,4,4,30,23,1720,15995
2008,138,4,4,32,24,1720,16995
2008,138,4,4,32,24,1720,13895
2008,138,4,4,30,23,1720,12895
2009,138,4,4,30,23,1720,13550
2009,138,4,4,30,23,1720,15550
2009,138,4,4,32,24,1720,17450
2009,138,4,4,30,23,1720,16695
2009,138,4,4,32,24,1720,16550
2009,138,4,4,30,23,1720,16450
2009,138,4,4,32,24,1720,17695
2009,138,4,4,32,24,1720,14550
1993,101,4,4,29,22,1851,2000
1993,101,4,4,26,21,1851,2000
1994,100,4,4,25,19,1851,2000
1995,100,4,4,26,19,1851,2000
2015,182,4,4,28,21,1720,21900
2015,260,4,4,26,20,1720,28100
2015,182,4,4,28,21,1720,25300
2015,182,4,4,26,19,1720,26800
2015,260,4,4,24,19,1720,29600
2015,182,4,4,26,19,1720,23400
2016,182,4,4,26,19,1720,23650
2016,182,4,4,28,21,1720,22150
2016,260,4,4,25,19,1720,31490
2016,182,4,4,28,21,1720,25350
2016,260,4,4,26,20,1720,29990
2016,182,4,4,26,19,1720,26850
2017,181,4,4,25,21,1720,27000
2017,240,4,4,26,21,1720,32500
2017,181,4,4,29,22,1720,22990
2017,237,4,4,23,20,1720,34000
2017,181,4,4,29,22,1720,25500
2017,181,4,4,25,21,1720,24490
1994,200,8,3,16,11,1385,2000
1994,200,8,3,16,11,1385,2000
1994,200,8,3,16,11,1385,2000
1994,200,8,3,16,11,1385,2000
1994,155,6,3,17,14,1385,2000
1994,155,6,3,17,14,1385,2000
1995,163,6,3,15,13,1385,2000
1995,163,6,3,15,13,1385,2000
2003,390,8,2,15,10,238,85542
2003,390,8,2,16,10,238,89622
2004,390,8,2,16,10,238,89622
2004,390,8,2,15,10,238,85542
2005,385,8,2,15,10,238,87252
2005,385,8,2,16,11,238,91415
2015,354,6,4,24,17,3105,52700
2015,354,6,4,24,17,3105,60200
2016,354,6,4,24,17,3105,53300
2016,354,6,4,24,17,3105,60800
2017,354,6,4,24,17,3105,60800
2017,354,6,4,24,17,3105,53300
2013,640,10,2,19,12,1851,97395
2013,640,10,2,19,12,1851,120395
2014,640,10,2,19,12,1851,107385
2014,640,10,2,19,12,1851,84885
2014,308,6,4,23,16,1624,48065
2014,308,6,4,23,16,1624,50955
2014,308,6,4,24,17,1624,42880
2014,308,6,4,24,17,1624,48145
2014,308,6,4,24,17,1624,37505
2014,308,6,4,23,16,1624,45375
2014,308,6,4,24,17,1624,45255
2015,308,6,4,24,17,1624,48920
2015,308,6,4,23,16,1624,48840
2015,308,6,4,24,17,1624,46030
2015,308,6,4,23,16,1624,51730
2015,308,6,4,24,17,1624,43640
2015,308,6,4,23,16,1624,46135
2015,308,6,4,24,17,1624,37605
2016,308,6,4,24,17,1624,37605
2016,308,6,4,23,16,1624,48840
2016,308,6,4,23,16,1624,51730
2016,308,6,4,24,17,1624,48920
2016,308,6,4,23,16,1624,46135
2016,308,6,4,24,17,1624,43640
2016,308,6,4,24,17,1624,46030
2014,415,8,4,21,14,1385,43475
2015,415,8,4,21,14,1385,45745
2016,415,8,4,20,14,1385,46575
2004,300,8,2,18,14,1385,41620
2005,395,8,2,18,14,1385,42555
2006,395,8,2,18,14,1385,39240
1990,138,4,4,26,19,2009,2000
1990,138,4,4,26,19,2009,2000
1991,138,4,4,26,19,2009,2000
1991,138,4,4,26,19,2009,2000
1992,138,4,4,25,18,2009,2000
1992,138,4,4,26,19,2009,2000
1992,138,4,4,26,19,2009,2000
1994,320,6,2,22,16,1851,2823
1994,222,6,2,23,17,1851,2350
1994,222,6,2,23,17,1851,2203
1994,164,6,2,22,17,1851,2000
1995,222,6,2,23,17,1851,2575
1995,320,6,2,22,16,1851,3219
1995,164,6,2,22,17,1851,2000
1996,222,6,2,23,17,1851,3044
1996,164,6,2,22,17,1851,2231
1996,320,6,2,22,16,1851,3732
2004,200,6,4,26,19,1851,21975
2004,200,6,4,25,19,1851,21450
2004,200,6,2,26,18,1851,22695
2004,200,6,2,25,18,1851,23520
2004,200,6,4,26,19,1851,19690
2004,150,4,4,27,20,1851,19970
2004,200,6,4,25,19,1851,20820
2004,200,6,4,25,17,1851,22370
2004,147,4,2,29,21,1851,19850
2004,142,4,2,26,19,1851,20675
2005,200,6,4,25,19,1851,21735
2005,200,6,4,25,19,1851,23335
2005,200,6,2,27,18,1851,22980
2005,150,4,4,26,19,1851,20255
2005,147,4,2,29,21,1851,20135
2006,200,6,4,25,19,1851,23755
2006,150,4,4,27,20,1851,20825
2007,469,8,4,19,12,1624,75010
2008,469,8,4,19,13,1624,78775
2009,469,8,4,19,13,1624,81795
2009,320,8,4,24,15,1624,56345
2009,302,6,4,26,17,1624,46845
2010,302,6,4,27,18,1624,55945
2010,320,8,4,24,15,1624,68785
2010,302,6,4,27,18,1624,50385
2010,302,6,4,27,18,1624,46845
2010,320,8,4,24,15,1624,56345
2011,302,6,4,27,18,1624,47280
2011,302,6,4,27,18,1624,50820
2011,302,6,4,27,18,1624,56380
2015,355,8,4,23,16,1385,54205
2015,355,8,4,23,16,1385,63785
2015,355,8,4,22,15,1385,57205
2015,355,8,4,22,15,1385,66785
2015,355,8,4,22,15,1385,52000
2015,355,8,4,23,16,1385,49000
2016,355,8,4,23,16,1385,54730
2016,355,8,4,22,15,1385,57730
2016,355,8,4,23,16,1385,64440
2016,355,8,4,22,15,1385,52700
2016,355,8,4,23,16,1385,49700
2016,355,8,4,22,15,1385,67440
2017,355,8,4,22,15,1385,58045
2017,355,8,4,23,16,1385,49915
2017,355,8,4,22,15,1385,67730
2017,355,8,4,22,15,1385,52915
2017,355,8,4,23,16,1385,55045
2017,355,8,4,23,16,1385,64730
1997,255,8,4,17,12,549,2468
1997,255,8,4,15,11,549,2585
1998,255,8,4,17,12,549,2790
1999,255,8,4,17,12,549,3420
1999,255,8,4,17,12,549,3051
1999,255,8,4,17,12,549,3372
1992,111,4,2,32,22,210,2000
1992,140,6,2,26,17,210,2000
1992,111,4,2,32,22,210,2000
1992,111,4,2,32,22,210,2000
1992,111,4,4,32,22,210,2000
1992,111,4,4,32,22,210,2000
1993,110,4,2,32,22,210,2000
1993,110,4,2,32,22,210,2000
1993,110,4,4,32,22,210,2000
1993,110,4,4,32,22,210,2000
1993,110,4,2,32,22,210,2000
1993,140,6,2,26,17,210,2000
1994,110,4,4,32,22,210,2000
1994,110,4,2,32,22,210,2000
1994,110,4,2,32,22,210,2000
1994,140,6,2,26,17,210,2000
1992,100,4,4,29,20,535,2000
1992,93,4,4,29,23,535,2000
1992,93,4,2,29,23,535,2000
1992,100,4,2,29,20,535,2000
1992,93,4,2,29,23,535,2000
1992,93,4,4,29,23,535,2000
1993,100,4,2,29,22,535,2000
1993,93,4,4,29,23,535,2000
1993,100,4,4,29,22,535,2000
1993,93,4,2,29,23,535,2000
1994,100,4,4,27,21,535,2000
1994,100,4,2,27,21,535,2000
1994,93,4,2,30,23,535,2000
1994,93,4,4,30,23,535,2000
2003,140,4,2,30,22,210,14930
2004,140,4,2,33,23,210,10895
2004,140,4,2,33,23,210,14930
2005,140,4,2,32,23,210,15205
2005,140,4,2,32,23,210,10895
2005,532,12,2,15,9,2774,281170
2005,532,12,2,16,9,2774,294080
2013,631,12,2,19,12,520,291900
1996,320,6,2,22,16,2031,18255
1996,220,6,2,22,16,2031,14977
1997,320,6,2,22,15,2031,22001
1997,220,6,2,22,16,2031,17320
1998,225,6,2,22,17,2031,20596
1998,320,6,2,22,15,2031,25279
1995,230,6,2,23,15,640,2000
1995,230,6,2,23,15,640,2000
1995,230,6,2,23,15,640,2230
1995,230,6,2,23,15,640,2000
1996,230,6,2,22,15,640,2472
1996,230,6,2,22,15,640,2283
1997,230,6,2,22,15,640,2749
1997,230,6,2,22,15,640,2512
1999,79,4,2,39,33,481,2000
2000,79,4,2,38,31,481,2000
2000,79,4,2,38,31,481,2000
2001,79,4,2,31,26,481,9949
2001,79,4,2,31,26,481,10949
2001,79,4,2,38,31,481,9299
2001,79,4,2,38,31,481,10299
2011,150,4,4,30,22,481,16599
2011,148,4,4,29,23,481,19349
2011,148,4,4,30,23,481,17099
2011,150,4,4,30,22,481,16999
2011,148,4,4,30,23,481,17849
2011,150,4,4,32,23,481,16479
2011,148,4,4,30,23,481,18999
2011,150,4,4,30,22,481,18249
2011,150,4,4,33,23,481,13499
2011,148,4,4,30,23,481,17799
2011,150,4,4,33,23,481,15195
2011,148,4,4,30,23,481,18299
2011,150,4,4,30,22,481,17099
2011,148,4,4,29,23,481,18599
2012,150,4,4,30,22,481,16799
2012,148,4,4,29,23,481,18875
2012,148,4,4,29,23,481,19649
2012,148,4,4,30,23,481,17999
2012,148,4,4,32,25,481,18199
2012,148,4,4,32,25,481,17399
2012,150,4,4,33,23,481,13699
2012,148,4,4,30,23,481,18499
2012,150,4,4,33,23,481,15495
2012,150,4,4,30,22,481,18549
2012,150,4,4,30,22,481,16999
2013,150,4,4,30,22,481,19349
2013,150,4,4,30,22,481,16999
2013,148,4,4,29,23,481,19175
2013,148,4,4,32,25,481,17849
2013,148,4,4,30,23,481,18349
2013,148,4,4,30,23,481,18799
2013,148,4,4,29,23,481,20449
2013,150,4,4,33,23,481,15845
1991,280,6,2,16,13,549,5667
1996,190,6,2,20,15,2031,2563
1996,190,6,2,18,15,2031,2922
1996,190,6,2,20,15,2031,2506
1996,150,4,2,22,18,2031,2141
1996,190,6,2,18,15,2031,2802
1997,190,6,2,17,15,2031,3143
1997,190,6,2,19,15,2031,2806
1997,150,4,2,22,17,2031,2348
1997,190,6,2,17,15,2031,3042
1997,190,6,2,19,15,2031,2767
1998,150,4,2,22,17,2031,2540
1998,190,6,2,19,15,2031,3058
1998,190,6,2,18,15,2031,3586
1998,190,6,2,18,15,2031,3480
1998,190,6,2,19,15,2031,3214
2015,236,6,4,19,15,2031,27355
2015,159,4,4,24,19,2031,23075
2015,236,6,4,21,16,2031,27235
2015,159,4,4,20,18,2031,24800
2015,159,4,4,24,19,2031,21865
2015,236,6,4,19,15,2031,35725
2015,159,4,4,25,21,2031,20965
2015,159,4,4,24,19,2031,23625
2015,236,6,4,21,16,2031,37615
2015,236,6,4,21,17,2031,25060
2015,236,6,4,21,17,2031,23960
2015,236,6,4,19,15,2031,26355
2015,236,6,4,21,16,2031,36705
2015,236,6,4,19,15,2031,36635
2015,236,6,4,21,16,2031,28235
2015,236,6,4,21,16,2031,28735
2015,159,4,4,24,19,2031,22525
2015,236,6,4,21,17,2031,25560
2015,159,4,4,21,18,2031,25700
2016,159,4,4,21,19,2031,25185
2016,278,6,4,23,18,2031,29275
2016,159,4,4,23,19,2031,23660
2016,278,6,4,23,18,2031,34700
2016,278,6,4,23,18,2031,31420
2016,278,6,4,23,18,2031,34090
2016,278,6,4,24,19,2031,30025
2016,278,6,4,23,18,2031,33310
2016,159,4,4,23,19,2031,26635
2016,278,6,4,20,17,2031,31680
2016,278,6,4,20,17,2031,32460
2016,278,6,4,23,18,2031,34090
2016,278,6,4,24,19,2031,27355
2016,278,6,4,23,18,2031,33310
2016,278,6,4,24,19,2031,35105
2016,278,6,4,23,18,2031,31920
2016,278,6,4,23,18,2031,38180
2016,278,6,4,24,19,2031,28345
2016,278,6,4,24,19,2031,31125
2016,159,4,4,22,19,2031,26735
2016,278,6,4,24,19,2031,31625
2016,159,4,4,22,19,2031,28820
2016,278,6,4,21,17,2031,32460
2016,278,6,4,24,19,2031,28845
2016,278,6,4,23,18,2031,30530
2016,278,6,4,24,19,2031,31125
2016,159,4,4,23,19,2031,25745
2016,159,4,4,23,19,2031,24490
2016,278,6,4,23,18,2031,34700
2017,278,6,4,23,18,2031,35315
2017,278,6,4,20,17,2031,33075
2017,278,6,4,20,17,2031,40760
2017,159,4,4,21,19,2031,25645
2017,278,6,4,24,19,2031,35720
2017,278,6,4,23,18,2031,33770
2017,278,6,4,23,18,2031,32765
2017,278,6,4,23,18,2031,34705
2017,159,4,4,23,19,2031,27095
2017,278,6,4,23,18,2031,35315
2017,278,6,4,23,18,2031,42760
2017,278,6,4,23,18,2031,34705
2017,159,4,4,23,19,2031,24950
2017,278,6,4,24,19,2031,29690
2017,278,6,4,24,19,2031,25730
2017,278,6,4,20,17,2031,33075
2017,159,4,4,23,19,2031,26205
2017,278,6,4,24,19,2031,31740
2017,278,6,4,23,18,2031,29735
2017,159,4,4,22,19,2031,29280
2017,278,6,4,23,18,2031,33770
2017,278,6,4,24,19,2031,30485
2017,278,6,4,24,19,2031,28700
2017,159,4,4,23,19,2031,24120
2017,278,6,4,21,17,2031,32390
2017,159,4,4,22,19,2031,27195
2017,278,6,4,23,18,2031,33265
2017,278,6,4,24,19,2031,31740
2017,278,6,4,23,18,2031,38795
2017,278,6,4,23,18,2031,31875
2017,278,6,4,24,19,2031,32240
2017,278,6,4,24,19,2031,30190
2011,332,8,4,23,20,1385,51145
2011,332,8,4,23,20,1385,53950
2012,332,8,4,23,20,1385,54775
2012,332,8,4,23,20,1385,51970
2013,332,8,4,23,20,1385,56425
2013,332,8,4,23,20,1385,53620
2000,255,8,4,15,11,1385,3465
2000,255,8,4,16,12,1385,3413
2015,355,8,4,22,16,1385,54505
2015,355,8,4,23,16,1385,61085
2015,355,8,4,22,16,1385,49300
2015,355,8,4,23,16,1385,46300
2015,355,8,4,23,16,1385,51505
2015,355,8,4,22,16,1385,64085
2016,355,8,4,22,16,1385,64740
2016,355,8,4,23,16,1385,47000
2016,355,8,4,22,16,1385,55030
2016,355,8,4,23,16,1385,52030
2016,355,8,4,22,16,1385,50000
2016,355,8,4,23,16,1385,61740
2017,355,8,4,22,16,1385,50215
2017,355,8,4,22,16,1385,55345
2017,355,8,4,23,16,1385,47215
2017,355,8,4,23,16,1385,62030
2017,355,8,4,23,16,1385,52345
2017,355,8,4,22,16,1385,65030
2008,260,6,4,22,15,5657,31620
2008,260,6,4,22,15,5657,28880
2008,260,6,4,24,16,5657,29770
2008,260,6,4,24,16,5657,27030
2008,260,6,4,22,15,5657,32600
2008,260,6,4,24,16,5657,30750
2009,263,6,4,24,17,5657,32325
2009,263,6,4,22,15,5657,33180
2009,263,6,4,22,15,5657,34175
2009,263,6,4,24,17,5657,31330
2009,263,6,4,22,15,5657,30120
2009,263,6,4,24,17,5657,28270
2015,288,6,4,29,19,5657,29485
2015,288,6,4,29,19,5657,27055
2015,365,6,4,25,17,5657,40220
2015,288,6,4,26,18,5657,31335
2015,288,6,4,26,18,5657,36255
2015,288,6,4,29,19,5657,34405
2016,288,6,4,27,18,5657,29540
2016,288,6,4,27,18,5657,34460
2016,288,6,4,27,18,5657,27110
2016,288,6,4,24,17,5657,31390
2016,365,6,4,24,16,5657,40275
2016,288,6,4,24,17,5657,36310
2017,288,6,4,27,18,5657,36855
2017,288,6,4,27,18,5657,29775
2017,365,6,4,24,16,5657,42520
2017,288,6,4,24,17,5657,31625
2017,288,6,4,24,17,5657,38705
2017,288,6,4,27,18,5657,27345
1990,141,6,2,22,15,1013,2000
1990,200,4,2,23,16,1013,2000
1991,141,6,2,22,16,1013,2000
2014,179,4,2,31,23,105,21400
2014,179,4,2,31,23,105,21440
2014,179,4,2,31,23,105,22440
2014,179,4,2,31,23,105,22400
2014,179,4,2,31,23,105,20210
2014,179,4,2,31,23,105,19210
2015,179,4,2,31,23,105,19210
2015,179,4,2,31,23,105,20360
2015,179,4,2,31,23,105,24340
2015,179,4,2,31,23,105,23190
2016,179,4,2,31,23,105,19385
2016,179,4,2,31,23,105,23190
2016,179,4,2,31,23,105,24340
2016,179,4,2,31,23,105,20535
1992,96,4,4,30,21,5657,2000
1992,96,4,4,30,21,5657,2000
1992,140,6,2,26,19,5657,2000
1992,96,4,2,30,21,5657,2000
1992,140,6,4,26,19,5657,2000
1993,96,4,2,30,21,5657,2000
1993,96,4,4,30,21,5657,2000
1993,96,4,4,30,21,5657,2000
1994,96,4,4,30,21,5657,2000
1994,96,4,2,30,21,5657,2000
1994,96,4,4,30,21,5657,2000
1996,93,4,2,35,27,2031,2000
1996,93,4,4,35,27,2031,2000
1996,93,4,2,36,29,2031,2000
1997,93,4,2,35,28,2031,2012
1997,93,4,4,35,28,2031,2041
1997,93,4,2,35,28,2031,2000
1998,93,4,2,35,27,2031,2148
2015,182,4,4,32,22,549,24070
2015,182,4,4,29,20,549,37240
2015,182,4,4,32,22,549,33065
2015,182,4,4,32,22,549,29820
2015,182,4,4,29,20,549,28310
2015,182,4,4,32,22,549,26560
2015,182,4,4,29,20,549,34815
2015,182,4,4,32,22,549,35490
2015,182,4,4,29,20,549,29810
2015,182,4,4,32,22,549,28060
2015,182,4,4,29,20,549,31570
2016,182,4,4,32,22,549,28300
2016,182,4,4,32,22,549,33975
2016,182,4,4,32,22,549,23975
2016,182,4,4,29,20,549,28550
2016,182,4,4,32,22,549,30620
